   X       Y         Z      JointType
-0.08769577 -0.5475963 2.001898 19
-0.176591 0.6353722 1.890677 20
-0.3951219 0.03823746 1.872191 21
-0.3646811 0.09317377 1.8534 22
0.02458084 0.02997745 1.898187 23
-0.00834055 0.08873478 1.851315 24
-0.1565769 0.1155163 1.949196 0
-0.1685654 0.417208 1.919593 1
-0.1789854 0.705529 1.87836 2
-0.1661765 0.841997 1.862064 3
-0.3296698 0.5713009 1.865933 4
-0.3782758 0.3421489 1.907409 5
-0.3973553 0.1365175 1.850733 6
-0.3956305 0.1125472 1.853324 7
-0.01734448 0.6027961 1.880495 8
0.02595508 0.3579604 1.920481 9
0.03545636 0.1485313 1.878302 10
-0.2273298 0.109399 1.896571 12
-0.2530583 -0.1922231 2.020567 13
-0.2628927 -0.5036091 2.128426 14
-0.2702859 -0.5832286 2.060171 15
-0.08307632 0.1146643 1.922037 16
-0.08437887 -0.2130908 2.029849 17
-0.09285787 -0.4947803 2.128756 18
-0.08769577 -0.5475963 2.001898 19
-0.176591 0.6353722 1.890677 20
-0.3951219 0.03823746 1.872191 21
-0.3646811 0.09317377 1.8534 22
0.02458084 0.02997745 1.898187 23
-0.00834055 0.08873478 1.851315 24
-0.1566151 0.1153696 1.948996 0
-0.168637 0.4170529 1.91937 1
-0.1790778 0.7054419 1.878208 2
-0.1661563 0.8418199 1.861725 3
-0.3297276 0.5712414 1.865853 4
-0.3782803 0.3421633 1.906984 5
-0.397331 0.136485 1.850496 6
-0.3956424 0.1120888 1.851867 7
-0.01742743 0.6028003 1.880293 8
0.02557882 0.3573172 1.919874 9
0.03522689 0.1477906 1.878386 10
-0.2273306 0.109267 1.897036 12
-0.2537819 -0.1921936 2.020513 13
-0.2628847 -0.5027471 2.128164 14
-0.2646651 -0.5879869 2.076757 15
-0.0830182 0.1146676 1.922043 16
-0.08969802 -0.1779464 2.013947 17
-0.09233683 -0.4964026 2.128728 18
-0.0872245 -0.5491928 2.001873 19
-0.1766847 0.6352552 1.890495 20
-0.3941124 0.03814063 1.867413 21
-0.3687173 0.1052371 1.827706 22
0.01167847 0.04543051 1.894519 23
-0.01137983 0.1070797 1.850577 24
-0.1566151 0.1153696 1.948996 0
-0.168637 0.4170529 1.91937 1
-0.1790778 0.7054419 1.878208 2
-0.1661563 0.8418199 1.861725 3
-0.3297276 0.5712414 1.865853 4
-0.3782803 0.3421633 1.906984 5
-0.397331 0.136485 1.850496 6
-0.3956424 0.1120888 1.851867 7
-0.01742743 0.6028003 1.880293 8
0.02557882 0.3573172 1.919874 9
0.03522689 0.1477906 1.878386 10
-0.2273306 0.109267 1.897036 12
-0.2537819 -0.1921936 2.020513 13
-0.2628847 -0.5027471 2.128164 14
-0.2646651 -0.5879869 2.076757 15
-0.0830182 0.1146676 1.922043 16
-0.08969802 -0.1779464 2.013947 17
-0.09233683 -0.4964026 2.128728 18
-0.0872245 -0.5491928 2.001873 19
-0.1766847 0.6352552 1.890495 20
-0.3941124 0.03814063 1.867413 21
-0.3687173 0.1052371 1.827706 22
0.01167847 0.04543051 1.894519 23
-0.01137983 0.1070797 1.850577 24
-0.1566151 0.1153696 1.948996 0
-0.168637 0.4170529 1.91937 1
-0.1790778 0.7054419 1.878208 2
-0.1661563 0.8418199 1.861725 3
-0.3297276 0.5712414 1.865853 4
-0.3782803 0.3421633 1.906984 5
-0.397331 0.136485 1.850496 6
-0.3956424 0.1120888 1.851867 7
-0.01742743 0.6028003 1.880293 8
0.02557882 0.3573172 1.919874 9
0.03522689 0.1477906 1.878386 10
-0.2273306 0.109267 1.897036 12
-0.2537819 -0.1921936 2.020513 13
-0.2628847 -0.5027471 2.128164 14
-0.2646651 -0.5879869 2.076757 15
-0.0830182 0.1146676 1.922043 16
-0.08969802 -0.1779464 2.013947 17
-0.09233683 -0.4964026 2.128728 18
-0.0872245 -0.5491928 2.001873 19
-0.1766847 0.6352552 1.890495 20
-0.3941124 0.03814063 1.867413 21
-0.3687173 0.1052371 1.827706 22
0.01167847 0.04543051 1.894519 23
-0.01137983 0.1070797 1.850577 24
-0.1565617 0.1151576 1.948703 0
-0.1686306 0.4169055 1.919161 1
-0.1791019 0.7053967 1.878132 2
-0.1660438 0.8416606 1.860981 3
-0.3297551 0.5711991 1.865814 4
